Name,IconSWF,IconExportName,Target,Disabled,LockedForChronos,DynamicRarityStartSeason,MetaType,RequiresCard,Type,Skill,Value,Value2,Value3,Rarity,TID,PowerNumberTID,PowerNumber2TID,PowerNumber3TID,PowerNumber4TID,PowerIcon1ExportName,PowerIcon2ExportName,SortOrder,DontUpgradeStat,HideDamageStat
FireDude_unique_2,sc/ui.sc,,FireDude,,,,4,,petrol_reload,,50,,,common,TID_SPEC_ABI_FIRE_DUDE_2,,,,,genicon_damage,,,,
FireDude_Spill,sc/ui.sc,icon_item_amber_1,FireDude,,,,5,,accessory,FireDude_Spill,20,1,,common,TID_ACCESSORY_FIRE_DUDE_SPILL,,,,,genicon_health,,,,
BullDude_Stomp,sc/ui.sc,icon_item_bull_2,BullDude,,,,5,,accessory,BullDude_Stomp,26,,,common,TID_ACCESSORY_BULL_STOMP,,,,,genicon_health,,,,
Speedy_Rewind,sc/ui.sc,icon_item_max_2,Speedy,,,,5,,accessory,Speedy_Rewind,20,1,,common,TID_ACCESSORY_REWIND,,,,,genicon_health,,,,
BeeSniper_ExtraBee,sc/ui.sc,icon_item_bea_2,BeeSniper,,,,5,,accessory,BeeSniper_ExtraBee,19,2,,common,TID_ACCESSORY_EXTRA_BEE,,,,,genicon_health,,,,
BarrelBot_Slow,sc/ui.sc,icon_item_darryl_2,BarrelBot,,,,5,,accessory,BarrelBot_Slow,20,1,,common,TID_ACCESSORY_BARREL_SLOW,,,,,genicon_health,,,,
Shaman_Shield,sc/ui.sc,icon_item_nita_2,Shaman,,,,5,,accessory,Shaman_Shield,20,1,,common,TID_ACCESSORY_SHAMAN_SHIELD,,,,,genicon_health,,,,
Wally_Reposition,sc/ui.sc,icon_item_sprout_2,Wally,,,,5,,accessory,Wally_Reposition,0,,,common,TID_ACCESSORY_WALLY_REPOSITION,,,,,genicon_health,,,,
RocketGirl_MegaRocket,sc/ui.sc,icon_item_brock_2,RocketGirl,,,,5,,accessory,RocketGirl_MegaRocket,1,2,3,common,TID_ACCESSORY_MEGA_ROCKET,,,,,genicon_health,,,,
Whirlwind_Fly,sc/ui.sc,icon_item_carl_2,Whirlwind,,,,5,,accessory,Whirlwind_Fly,0,,,common,TID_ACCESSORY_WHIRLWIND_FLY,,,,,genicon_health,,,,
Arcade_Double,sc/ui.sc,icon_item_8bit_2,Arcade,,,,5,,accessory,Arcade_Double,27,,,common,TID_ACCESSORY_ARCADE_DOUBLE,,,,,genicon_health,,,,
Gunslinger_BigBullet,sc/ui.sc,icon_item_colt_2,Gunslinger,,,,5,,accessory,Gunslinger_BigBullet,31,,,common,TID_ACCESSORY_GUNSLINGER_BIG_BULLET,,,,,genicon_health,,,,
IceDude_unlock,sc/ui.sc,,IceDude,,,4,0,,unlock,,,,,epic,,,,,,,,704,,
IceDude_hp,sc/ui.sc,health_icon,IceDude,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
IceDude_abi,sc/ui.sc,attack_icon,IceDude,,,,2,,skill,IceDudeWeapon,,,,common,TID_ICE_DUDE_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
IceDude_ulti,sc/ui.sc,ulti_icon,IceDude,,,,3,,skill,IceDudeUlti,,,,common,TID_ICE_DUDE_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
IceDude_unique,sc/ui.sc,,IceDude,,,,4,,slippery_to_frost,,8,,,common,TID_SPEC_ABI_ICE_DUDE_1,,,,,genicon_damage,,,,
IceDude_unique_2,sc/ui.sc,,IceDude,,,,4,,freeze_damage,,50,,,common,TID_SPEC_ABI_ICE_DUDE_2,,,,,genicon_damage,,,,
IceDude_Freeze,sc/ui.sc,icon_item_lou_1,IceDude,,,,5,,accessory,IceDude_Freeze,20,1,,common,TID_ACCESSORY_ICE_DUDE_GADGET,,,,,genicon_health,,,,
SnakeOil_unlock,sc/ui.sc,,SnakeOil,,,,0,,unlock,,,,,mega_epic,,,,,,,,507,,
SnakeOil_hp,sc/ui.sc,health_icon,SnakeOil,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
SnakeOil_abi,sc/ui.sc,attack_icon,SnakeOil,,,,2,,skill,SnakeOilWeapon,,,,common,TID_SNAKE_OIL_WEAPON,TID_STAT_DAMAGE_OR_HEAL,,,,genicon_damage,,,,
SnakeOil_ulti,sc/ui.sc,ulti_icon,SnakeOil,,,,3,,skill,SnakeOilUlti,,,,common,TID_SNAKE_OIL_ULTI,TID_STAT_DAMAGE_OR_HEAL,,,,genicon_damage,,,,
SnakeOil_unique,sc/ui.sc,,SnakeOil,,,,4,,suppress_heals,,75,180,,common,TID_SPEC_ABI_SNAKE_OIL_1,,,,,genicon_damage,,,,
SnakeOil_unique_2,sc/ui.sc,,SnakeOil,,,,4,,attack_pierce,,70,,,common,TID_SPEC_ABI_SNAKE_OIL_2,,,,,genicon_damage,,,,
SnakeOil_Heal,sc/ui.sc,icon_item_byron_1,SnakeOil,,,,5,,accessory,SnakeOil_Heal,1,28,,common,TID_ACCESSORY_SNAKE_OIL_HEAL,,,,,genicon_health,,,,
Enrager_unlock,sc/ui.sc,,Enrager,,,,0,,unlock,,,,,epic,,,,,,,,407,,
Enrager_hp,sc/ui.sc,health_icon,Enrager,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Enrager_abi,sc/ui.sc,attack_icon,Enrager,,,,2,,skill,EnragerWeapon,,,,common,TID_ENRAGER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Enrager_ulti,sc/ui.sc,ulti_icon,Enrager,,,,3,,skill,EnragerUlti,,,,common,TID_ENRAGER_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,true
Enrager_unique,sc/ui.sc,,Enrager,,,,4,,charge_end_damage,,35,60,,common,TID_SPEC_ABI_ENRAGER_1,,,,,genicon_damage,,,,
Enrager_unique_2,sc/ui.sc,,Enrager,,,,4,,self_heal_increase,,25,,,common,TID_SPEC_ABI_ENRAGER_2,,,,,genicon_damage,,,,
Enrager_SuperBoost,sc/ui.sc,icon_item_edgar_1,Enrager,,,,5,,accessory,Enrager_SuperBoost,1,20,,common,TID_ACCESSORY_ENRAGER_SUPER_BOOST,,,,,genicon_health,,,,
Ruffs_unlock,sc/ui.sc,,Ruffs,,,5,0,,unlock,,,,,epic,,,,,,,,705,,
Ruffs_hp,sc/ui.sc,health_icon,Ruffs,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Ruffs_abi,sc/ui.sc,attack_icon,Ruffs,,,,2,,skill,RuffsWeapon,,,,common,TID_RUFFS_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Ruffs_ulti,sc/ui.sc,ulti_icon,Ruffs,,,,3,,skill,RuffsUlti,,,,common,TID_RUFFS_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,true
Ruffs_unique,sc/ui.sc,,Ruffs,,,,4,,supply_bomb,,1000,,,common,TID_SPEC_ABI_RUFFS_1,,,,,genicon_damage,,,,
Ruffs_unique_2,sc/ui.sc,,Ruffs,,,,4,,increase_team_health,,30,,,common,TID_SPEC_ABI_RUFFS_2,,,,,genicon_damage,,,,
Ruffs_Cover,sc/ui.sc,icon_item_ruffs_1,Ruffs,,,,5,,accessory,Ruffs_Cover,1,29,,common,TID_ACCESSORY_RUFFS_COVER,,,,,genicon_health,,,,
Rosa_BushControl,sc/ui.sc,icon_item_rosa_2,Rosa,,,,5,,accessory,Rosa_BushControl,24,3,,common,TID_ACCESSORY_ROSA_BUSH_CONTROL,,,,,genicon_health,,,,
SpawnerDude_ExtraPorter,sc/ui.sc,icon_item_spawner_2,SpawnerDude,,,,5,,accessory,SpawnerDude_ExtraPorter,0,,,common,TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER,,,,,genicon_health,,,,
DeadMariachi_Cleanse,sc/ui.sc,icon_item_poco_2,DeadMariachi,,,,5,,accessory,DeadMariachi_Cleanse,16,17,,common,TID_ACCESSORY_POCO_CLEANSE,,,,,genicon_health,,,,
HammerDude_Pull,sc/ui.sc,icon_item_frank_2,HammerDude,,,,5,,accessory,HammerDude_Pull,2,,,common,TID_ACCESSORY_FRANK_PULL,,,,,genicon_health,,,,
HookDude_Homing,sc/ui.sc,icon_item_gene_2,HookDude,,,,5,,accessory,HookDude_Homing,1,2,3,common,TID_ACCESSORY_GENE_HOMING,,,,,genicon_health,,,,
Controller_BounceBack,sc/ui.sc,icon_item_nani_2,Controller,,,,5,,accessory,Controller_BounceBack,1,20,,common,TID_ACCESSORY_CONTROLLER_BOUNCE_BACK,,,,,genicon_health,,,,
Driller_Proto,sc/ui.sc,icon_item_edgar_1,Driller,TRUE,TRUE,,5,,accessory,Driller_Proto,0,,,common,TID_ACCESSORY_PROTO,,,,,genicon_health,,,,
ClusterBombDude_Explosion,sc/ui.sc,icon_item_tick_2,ClusterBombDude,,,,5,,accessory,ClusterBombDude_Explosion,13,16,14,common,TID_ACCESSORY_TICK_EXPLOSION,,,,,genicon_health,,,,
BlackHole_Shadows,sc/ui.sc,icon_item_tara_2,BlackHole,,,,5,,accessory,BlackHole_Shadows,30,,,common,TID_ACCESSORY_TARA_SHADOWS,,,,,genicon_health,,,,
Baseball_Proto,sc/ui.sc,icon_item_edgar_1,Baseball,TRUE,TRUE,,5,,accessory,Baseball_Proto,0,,,common,TID_ACCESSORY_PROTO,,,,,genicon_health,,,,
Roller_unlock,sc/ui.sc,,Roller,,,,0,,unlock,,,,,common,,,,,,,,112,,
Roller_hp,sc/ui.sc,health_icon,Roller,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Roller_abi,sc/ui.sc,attack_icon,Roller,,,,2,,skill,RollerWeapon,,,,common,TID_ROLLER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Roller_ulti,sc/ui.sc,ulti_icon,Roller,,,,3,,skill,RollerUlti,,,,common,TID_ROLLER_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Roller_unique,sc/ui.sc,,Roller,,,,4,,increase_dodge_length,,5,,,common,TID_SPEC_ABI_ROLLER_1,,,,,genicon_damage,,,,
Roller_unique_2,sc/ui.sc,,Roller,,,,4,,heal_on_charge,,400,,,common,TID_SPEC_ABI_ROLLER_2,,,,,genicon_damage,,,,
Roller_Speed,sc/ui.sc,icon_item_stu_1,Roller,,,,5,,accessory,Roller_Speed,0,,,common,TID_ACCESSORY_ROLLER_SPEED,,,,,genicon_health,,,,
ElectroSniper_unlock,sc/ui.sc,,ElectroSniper,,,6,0,,unlock,,,,,epic,,,,,,,,706,,
ElectroSniper_hp,sc/ui.sc,health_icon,ElectroSniper,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
ElectroSniper_abi,sc/ui.sc,attack_icon,ElectroSniper,,,,2,,skill,ElectroSniperWeapon,,,,common,TID_ELECTRO_SNIPER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
ElectroSniper_ulti,sc/ui.sc,ulti_icon,ElectroSniper,,,,3,,skill,ElectroSniperUlti,,,,common,TID_ELECTRO_SNIPER_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
ElectroSniper_unique,sc/ui.sc,icon_sp_belle_1,ElectroSniper,,,,4,,electro_shield,,20,20,,common,TID_SPEC_ABI_ELECTRO_SNIPER_1,,,,,genicon_damage,,,,
ElectroSniper_unique_2,sc/ui.sc,icon_sp_belle_2,ElectroSniper,,,,4,,ulti_reload_debuff,,1000,60,,common,TID_SPEC_ABI_ELECTRO_SNIPER_2,,,,,genicon_damage,,,,
ElectroSniper_Trap,sc/ui.sc,icon_item_belle_1,ElectroSniper,,,,5,,accessory,ElectroSniper_Trap,1,33,,common,TID_ACCESSORY_ELECTRO_SNIPER_TRAP,,,,,genicon_health,,,,
StickyBomb_unlock,sc/ui.sc,,StickyBomb,,,,0,,unlock,,,,,mega_epic,,,,,,,,508,,
StickyBomb_hp,sc/ui.sc,health_icon,StickyBomb,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
StickyBomb_abi,sc/ui.sc,attack_icon,StickyBomb,,,,2,,skill,StickyBombWeapon,,,,common,TID_STICKY_BOMB_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
StickyBomb_ulti,sc/ui.sc,ulti_icon,StickyBomb,,,,3,,skill,StickyBombUlti,,,,common,TID_STICKY_BOMB_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
StickyBomb_unique,sc/ui.sc,icon_sp_squeak_1,StickyBomb,,,,4,,target_count_damage,,10,,,common,TID_SPEC_ABI_STICKY_BOMB_1,,,,,genicon_damage,,,,
StickyBomb_unique_2,sc/ui.sc,icon_sp_squeak_2,StickyBomb,,,,4,,ulti_bomb_slow,,350,80,,common,TID_SPEC_ABI_STICKY_BOMB_2,,,,,genicon_damage,,,,
StickyBomb_Range,sc/ui.sc,icon_item_squeak_1,StickyBomb,,,,5,,accessory,StickyBomb_Range,32,1,,common,TID_ACCESSORY_STICKY_BOMB_RANGE,,,,,genicon_health,,,,
CrossBomber_unlock,sc/ui.sc,,CrossBomber,,,,0,,unlock,,,,,epic,,,,,,,,409,,
CrossBomber_hp,sc/ui.sc,health_icon,CrossBomber,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
CrossBomber_abi,sc/ui.sc,attack_icon,CrossBomber,,,,2,,skill,CrossBomberWeapon,,,,common,TID_CROSS_BOMBER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
CrossBomber_ulti,sc/ui.sc,ulti_icon,CrossBomber,,,,3,,skill,CrossBomberUlti,,,,common,TID_CROSS_BOMBER_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
CrossBomber_unique,sc/ui.sc,,CrossBomber,,,,4,,speed_ulti,,110,,,common,TID_SPEC_ABI_CROSS_BOMBER_1,,,,,genicon_damage,,,,
CrossBomber_unique_2,sc/ui.sc,,CrossBomber,,,,4,,grow_damage_shrapnel,,30,,,common,TID_SPEC_ABI_CROSS_BOMBER_2,,,,,genicon_damage,,,,
CrossBomber_Vision,sc/ui.sc,icon_item_grom_1,CrossBomber,,,,5,,accessory,CrossBomber_Vision,0,,,common,TID_ACCESSORY_CROSS_BOMBER_WATCHTOWER,,,,,genicon_health,,,,
RopeDude_unlock,sc/ui.sc,,RopeDude,,,7,0,,unlock,,,,,epic,,,,,,,,707,,
RopeDude_hp,sc/ui.sc,health_icon,RopeDude,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
RopeDude_abi,sc/ui.sc,attack_icon,RopeDude,,,,2,,skill,RopeDudeWeapon,,,,common,TID_ROPE_DUDE_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
RopeDude_ulti,sc/ui.sc,ulti_icon,RopeDude,,,,3,,skill,RopeDudeUlti,,,,common,TID_ROPE_DUDE_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
RopeDude_unique,sc/ui.sc,,RopeDude,,,,4,,min_stun,,10,,,common,TID_SPEC_ABI_ROPE_DUDE_1,,,,,genicon_damage,,,,
RopeDude_unique_2,sc/ui.sc,,RopeDude,,,,4,,super_charge_area,,1,,,common,TID_SPEC_ABI_ROPE_DUDE_2,,,,,genicon_damage,,,,
RopeDude_WeakUlti,sc/ui.sc,icon_item_buzz_1,RopeDude,,,,5,,accessory,RopeDude_WeakUlti,0,,,common,TID_ACCESSORY_ROPE_DUDE_WEAK_ULTI,,,,,genicon_health,,,,
AssaultShotgun_unlock,sc/ui.sc,,AssaultShotgun,,,,0,,unlock,,,,,epic,,,,,,,,408,,
AssaultShotgun_hp,sc/ui.sc,health_icon,AssaultShotgun,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
AssaultShotgun_abi,sc/ui.sc,attack_icon,AssaultShotgun,,,,2,,skill,AssaultShotgunWeapon,,,,common,TID_ASSAULT_SHOTGUN_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
AssaultShotgun_ulti,sc/ui.sc,ulti_icon,AssaultShotgun,,,,3,,skill,AssaultShotgunUlti,,,,common,TID_ASSAULT_SHOTGUN_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
AssaultShotgun_unique,sc/ui.sc,,AssaultShotgun,,,,4,,decrease_unload_time,,25,,,common,TID_SPEC_ABI_ASSAULT_SHOTGUN_1,,,,,genicon_damage,,,,
AssaultShotgun_unique_2,sc/ui.sc,,AssaultShotgun,,,,4,,heal_continuous,,15,40,,common,TID_SPEC_ABI_ASSAULT_SHOTGUN_2,,,,,genicon_damage,,,,
AssaultShotgun_Bomb,sc/ui.sc,icon_item_griff_1,AssaultShotgun,,,,5,,accessory,AssaultShotgun_Bomb,2,,,common,TID_ACCESSORY_ASSAULT_SHOTGUN_BOMB,,,,,genicon_health,,,,
IceDude_AreaFreeze,sc/ui.sc,icon_item_lou_2,IceDude,,,,5,,accessory,IceDude_AreaFreeze,1,,,common,TID_ACCESSORY_ICE_DUDE_AREA_FREEZE,,,,,genicon_health,,,,
Roller_MegaStunt,sc/ui.sc,icon_item_stu_2,Roller,,,,5,,accessory,Roller_MegaStunt,1,,,common,TID_ACCESSORY_ROLLER_MEGA_STUNT,,,,,genicon_health,,,,
Ruffs_AirStrike,sc/ui.sc,icon_item_ruffs_2,Ruffs,,,,5,,accessory,Ruffs_AirStrike,1,,,common,TID_ACCESSORY_RUFFS_AIR_STRIKE,,,,,genicon_health,,,,
Enrager_Protection,sc/ui.sc,icon_item_edgar_2,Enrager,,,,5,,accessory,Enrager_Protection,1,,,common,TID_ACCESSORY_ENRAGER_PROTECTION,,,,,genicon_health,,,,
MinigunDude_AmmoSink,sc/ui.sc,icon_item_pam_2,MinigunDude,,,,5,,accessory,MinigunDude_AmmoSink,1,2,,common,TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK,,,,,genicon_health,,,,
Sandstorm_StunSleep,sc/ui.sc,icon_item_sandy_2,Sandstorm,,,,5,,accessory,Sandstorm_StunSleep,25,,,common,TID_ACCESSORY_SANDSTORM_STUN_SLEEP,,,,,genicon_health,,,,
Cactus_Cover,sc/ui.sc,icon_item_spike_2,Cactus,,,,5,,accessory,Cactus_Cover,29,34,,common,TID_ACCESSORY_CACTUS_COVER,,,,,genicon_health,,,,
Blower_Stopper,sc/ui.sc,icon_item_gale_2,Blower,,,,5,,accessory,Blower_Stopper,1,,,common,TID_ACCESSORY_BLOWER_STOPPER,,,,,genicon_health,,,,
Ninja_InvisibleArea,sc/ui.sc,icon_item_leon_2,Ninja,,,,5,,accessory,Ninja_InvisibleArea,1,,,common,TID_ACCESSORY_NINJA_INVISIBLE_AREA,,,,,genicon_health,,,,
TrickshotDude_BounceHeal,sc/ui.sc,icon_item_ricochet_2,TrickshotDude,,,,5,,accessory,TrickshotDude_BounceHeal,1,,,common,TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL,,,,,genicon_health,,,,
Knight_unlock,sc/ui.sc,,Knight,,,8,0,,unlock,,,,,epic,,,,,,,,708,,
Knight_hp,sc/ui.sc,health_icon,Knight,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Knight_abi,sc/ui.sc,attack_icon,Knight,,,,2,,skill,KnightWeapon,,,,common,TID_KNIGHT_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Knight_ulti,sc/ui.sc,ulti_icon,Knight,,,,3,,skill,KnightUlti,,,,common,TID_KNIGHT_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Knight_unique,sc/ui.sc,,Knight,,,,4,,extra_rage,,200,,,common,TID_SPEC_ABI_KNIGHT_1,,,,,genicon_damage,,,,
Knight_unique_2,sc/ui.sc,,Knight,,,,4,,reload_from_rage,,30,,,common,TID_SPEC_ABI_KNIGHT_2,,,,,genicon_damage,,,,
Knight_Heal,sc/ui.sc,icon_item_ash_1,Knight,,,,5,,accessory,Knight_Heal,1,,,common,TID_ACCESSORY_KNIGHT_HEAL,,,,,genicon_health,,,,
MechaDude_unlock,sc/ui.sc,,MechaDude,,,,0,,unlock,,,,,legendary,,,,,,,,606,,
MechaDude_hp,sc/ui.sc,health_icon,MechaDude,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
MechaDude_abi,sc/ui.sc,attack_icon,MechaDude,,,,2,,skill,MechaDudeWeapon,,,,common,TID_MECHA_DUDE_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
MechaDude_ulti,sc/ui.sc,ulti_icon,MechaDude,,,,3,,skill,MechaDudeUlti,,,,common,TID_MECHA_DUDE_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
MechaDude_unique,sc/ui.sc,,MechaDude,,,,4,,downgrade_shield,,35,600,,common,TID_SPEC_ABI_MECHA_DUDE_1,,,,,genicon_damage,,,,
MechaDude_unique_2,sc/ui.sc,,MechaDude,,,,4,,mecha_explosion,,1,,,common,TID_SPEC_ABI_MECHA_DUDE_2,,,,,genicon_damage,,,,
MechaDude_Heal,sc/ui.sc,icon_item_meg_1,MechaDude,,,,5,,accessory,MechaDude_Heal,1,20,,common,TID_ACCESSORY_MECHA_DUDE_HEAL,,,,,genicon_health,,,,
MechaDudeBig_hp,sc/ui.sc,health_icon,MechaDudeBig,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
MechaDudeBig_abi,sc/ui.sc,attack_icon,MechaDudeBig,,,,2,,skill,MechaDudeBigWeapon,,,,common,TID_MECHA_DUDE_BIG_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
MechaDudeBig_ulti,sc/ui.sc,ulti_icon,MechaDudeBig,,,,3,,skill,MechaDudeBigUlti,,,,common,TID_MECHA_DUDE_BIG_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Duplicator_unlock,sc/ui.sc,,Duplicator,,,9,0,,unlock,,,,,epic,,,,,,,,709,,
Duplicator_hp,sc/ui.sc,health_icon,Duplicator,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Duplicator_abi,sc/ui.sc,attack_icon,Duplicator,,,,2,,skill,DuplicatorWeapon,,,,common,TID_DUPLICATOR_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Duplicator_ulti,sc/ui.sc,ulti_icon,Duplicator,,,,3,,skill,DuplicatorUlti,,,,common,TID_DUPLICATOR_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Duplicator_unique,sc/ui.sc,,Duplicator,,,,4,,last_shot_damage,,66,30,,common,TID_SPEC_ABI_DUPLICATOR_1,,,,,genicon_damage,,,,
Duplicator_unique_2,sc/ui.sc,,Duplicator,,,,4,,pet_healing_bullets,,100,,,common,TID_SPEC_ABI_DUPLICATOR_2,,,,,genicon_damage,,,,
Duplicator_StaticDuplicate,sc/ui.sc,icon_item_lolla_1,Duplicator,,,,5,,accessory,Duplicator_StaticDuplicate,1,20,,common,TID_ACCESSORY_DUPLICATOR_GADGET,,,,,genicon_health,,,,
KickerDude_unlock,sc/ui.sc,,KickerDude,,,10,0,,unlock,,,,,epic,,,,,,,,710,,
KickerDude_hp,sc/ui.sc,health_icon,KickerDude,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
KickerDude_abi,sc/ui.sc,attack_icon,KickerDude,,,,2,,skill,KickerDudeWeapon,,,,common,TID_KICKER_DUDE_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
KickerDude_ulti,sc/ui.sc,ulti_icon,KickerDude,,,,3,,skill,KickerDudeUlti,,,,common,TID_KICKER_DUDE_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
KickerDude_unique,sc/ui.sc,,KickerDude,,,,4,,charge_ulti_on_kill,,100,,,common,TID_SPEC_ABI_KICKER_DUDE_1,,,,,genicon_damage,,,,
KickerDude_unique_2,sc/ui.sc,,KickerDude,,,,4,,reduce_damage_periodically,,60,500,90,common,TID_SPEC_ABI_KICKER_DUDE_2,,,,,genicon_damage,,,,
KickerDude_Mines,sc/ui.sc,icon_item_fang_1,KickerDude,,,,5,,accessory,KickerDude_Mines,3,,,common,TID_ACCESSORY_KICKER_DUDE_GADGET,,,,,genicon_health,,,,
012e076b0cd56825943d46c52f581675ecb20788,sc/ui.sc,,4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a,true,,,0,,unlock,,,,,common,,,,,,,,101,,
a7979c690609bb4e53bc14b6dc23f6c7d5a08191,sc/ui.sc,health_icon,4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a,true,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
425ef885ce54aed287e2783a60f3cab4b7efca2b,sc/ui.sc,attack_icon,4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a,true,,,2,,skill,ShotgunGirlWeapon,,,,common,TID_LONG_RANGE_SHOTGUN,TID_STAT_DAMAGE_PER_SHELL,,,,genicon_damage,,,,
23def801beba9bb987335e3eb89ef8f50f96ac08,sc/ui.sc,ulti_icon,4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a,true,,,3,,skill,ShotgunGirlUlti,,,,common,TID_MEGA_BLASH_ULTI,TID_STAT_DAMAGE_PER_SHELL,,,,genicon_damage,,,,
6ac02880272aaeaadac71ba48d4b89e889a07607,sc/ui.sc,,4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a,true,true,,4,,petrol_reload,,7,40,,common,TID_SPEC_SUPER_RANGE,,,,,genicon_health,,,,
5c30416c4151f4134432e80b50e194bfee88342f,sc/ui.sc,,4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a,true,true,,4,,petrol_reload,,7,40,,common,TID_SPEC_SUPER_RANGE,,,,,genicon_health,,,,
119d51e112ac047a90d534ac9bf4f7ad52481f51,sc/ui.sc,icon_item_shelly_2,4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a,true,,,5,,accessory,ShotgunGirl_Focus,20,,,common,TID_ACCESSORY_SHELLY_FOCUS,,,,,genicon_health,,,,
Flea_unlock,sc/ui.sc,,Flea,,,11,0,,unlock,,,,,epic,,,,,,,,711,,
Flea_hp,sc/ui.sc,health_icon,Flea,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Flea_abi,sc/ui.sc,attack_icon,Flea,,,,2,,skill,FleaWeapon,,,,common,TID_FLEA_WEAPON,TID_STAT_BIG_EGG_DAMAGE,,,,genicon_damage,,,,
Flea_ulti,sc/ui.sc,ulti_icon,Flea,,,,3,,skill,FleaUlti,,,,common,TID_FLEA_ULTI,TID_HATCHLING_HEALTH,TID_BIG_EGG_HEALTH,TID_HATCHLING_DAMAGE,TID_HATCHLING_COUNT,genicon_damage,,,,
Flea_unique,sc/ui.sc,,Flea,,,,4,,projectile_reversion,,1,,,common,TID_SPEC_ABI_FLEA_1,,,,,genicon_damage,,,,
Flea_unique_2,sc/ui.sc,,Flea,,,,4,,spawn_pet_on_hit,,100,3,,common,TID_SPEC_ABI_FLEA_2,,,,,genicon_damage,,,,
Flea_Jump,sc/ui.sc,icon_item_eve_1,Flea,,,,5,,accessory,Flea_Jump,1,,,common,TID_ACCESSORY_FLEA_JUMP,,,,,genicon_health,,,,
